FilePath, Cyclomatic, CountLines, Class
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueInputFormat.java,3,29,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueOutputFormat.java,2,29,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueRecordReader.java,5,37,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroKeyValueRecordWriter.java,6,54,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroMultipleOutputs.java,49,254,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroOutputFormatBase.java,8,48,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroRecordReaderBase.java,12,83,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroSequenceFileInputFormat.java,1,88,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/AvroSequenceFileOutputFormat.java,7,65,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/CombineAvroKeyValueFileInputFormat.java,1,26,not-bug-prone
lang/java/mapred/src/main/java/org/apache/avro/mapreduce/Syncable.java,0,5,not-bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/AbstractAvroMojo.java,28,147,not-bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/IDLProtocolMojo.java,7,62,not-bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/InduceMojo.java,25,122,not-bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/ProtocolMojo.java,5,44,not-bug-prone
lang/java/maven-plugin/src/main/java/org/apache/avro/mojo/SchemaMojo.java,6,49,not-bug-prone
lang/java/perf/src/main/java/org/apache/avro/Perf.java,5,50,not-bug-prone
lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtoConversions.java,8,94,not-bug-prone
lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtobufData.java,94,323,not-bug-prone
lang/java/protobuf/src/main/java/org/apache/avro/protobuf/ProtobufDatumReader.java,10,48,not-bug-prone
