FilePath, ChangeRate, AddLines, DeleteLines
lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java,2,15,3
lang/java/src/test/java/org/apache/avro/RandomData.java,2,3,3
lang/java/src/test/java/org/apache/avro/TestProtocolGeneric.java,7,35,15
lang/java/src/test/java/org/apache/avro/mapred/tether/TetherTaskRunner.java,3,93,3
lang/java/src/test/java/org/apache/avro/ipc/trace/TestSpanTraceFormation.java,1,279,0
lang/java/src/java/org/apache/avro/io/DatumReader.java,1,1,1
lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java,3,246,141
lang/java/src/java/org/apache/avro/ipc/stats/StatsServer.java,1,54,0
lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java,3,449,290
lang/java/src/test/java/org/apache/avro/ipc/stats/TestStatsPluginAndServlet.java,5,135,97
lang/java/src/java/org/apache/avro/generic/IndexedRecord.java,2,32,2
lang/java/src/java/org/apache/avro/mapred/AvroCollector.java,1,28,0
lang/java/src/java/org/apache/avro/mapred/AvroKey.java,1,25,0
lang/java/src/java/org/apache/avro/mapred/AvroKeyComparator.java,3,66,16
lang/java/src/java/org/apache/avro/mapred/AvroMapper.java,2,76,35
lang/java/src/java/org/apache/avro/mapred/AvroReducer.java,2,89,38
lang/java/src/java/org/apache/avro/mapred/AvroValue.java,1,25,0
lang/java/src/java/org/apache/avro/mapred/AvroWrapper.java,2,56,2
lang/java/src/java/org/apache/avro/mapred/HadoopCombiner.java,1,62,0
lang/java/src/java/org/apache/avro/mapred/HadoopMapper.java,1,83,0
lang/java/src/java/org/apache/avro/mapred/HadoopReducer.java,1,60,0
lang/java/src/java/org/apache/avro/mapred/HadoopReducerBase.java,1,63,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherJob.java,2,158,2
lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java,1,4,6
lang/java/src/test/java/org/apache/avro/mapred/TestWordCountGeneric.java,4,159,159
lang/java/src/test/java/org/apache/avro/mapred/tether/WordCountTask.java,2,71,14
lang/java/src/test/java/org/apache/avro/specific/TestSpecificData.java,2,79,0
lang/java/src/java/org/apache/avro/ipc/NettyServer.java,3,175,24
lang/java/src/java/org/apache/avro/ipc/DatagramServer.java,2,3,2
lang/java/src/java/org/apache/avro/ipc/HttpServer.java,1,21,8
lang/java/src/java/org/apache/avro/ipc/Server.java,1,6,0
lang/java/src/test/java/org/apache/avro/TestProtocolGenericMeta.java,2,3,1
lang/java/src/test/java/org/apache/avro/ipc/stats/StatsPluginOverhead.java,1,3,1
lang/java/src/test/java/org/apache/avro/io/TestResolvingIOResolving.java,7,116,43
lang/java/src/java/org/apache/avro/ipc/NettyTransceiver.java,1,264,0
lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,2,23,9
lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java,1,6,4
lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java,1,67,5
lang/java/src/java/org/apache/avro/ipc/stats/IntegerHistogram.java,1,55,0
lang/java/src/test/java/org/apache/avro/ipc/stats/TestHistogram.java,1,48,0
lang/java/src/java/org/apache/avro/tool/FromTextTool.java,1,99,0
lang/java/src/java/org/apache/avro/tool/ToTextTool.java,1,88,0
lang/java/src/java/org/apache/avro/tool/Util.java,2,68,6
lang/java/src/java/org/apache/avro/io/BinaryData.java,3,135,33
lang/java/src/java/org/apache/avro/mapred/AvroKeySerialization.java,2,153,9
lang/java/src/java/org/apache/avro/mapred/tether/TetherData.java,1,42,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherInputFormat.java,1,58,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherKeyComparator.java,1,61,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherKeySerialization.java,1,91,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherMapRunner.java,1,93,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherOutputFormat.java,1,80,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherPartitoner.java,1,59,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherRecordReader.java,1,84,0
lang/java/src/java/org/apache/avro/mapred/tether/TetherReducer.java,1,82,0
lang/java/src/java/org/apache/avro/specific/SpecificResponder.java,3,8,13
lang/java/src/test/java/org/apache/avro/TestCompare.java,1,17,0
lang/java/src/test/java/org/apache/avro/mapred/TestWordCountSpecific.java,3,148,45
lang/java/src/java/org/apache/avro/Protocol.java,3,100,38
lang/java/src/java/org/apache/avro/ipc/Transceiver.java,1,29,1
lang/java/src/test/java/org/apache/avro/TestProtocolParsing.java,1,46,1
lang/java/src/java/org/apache/avro/mapred/AvroInputFormat.java,1,56,0
lang/java/src/java/org/apache/avro/mapred/FsInput.java,1,60,0
lang/java/src/java/org/apache/avro/generic/GenericResponder.java,1,4,2
lang/java/src/test/java/org/apache/avro/SimpleError.java,1,22,0
lang/java/src/java/org/apache/avro/reflect/Nullable.java,1,33,0
lang/java/src/java/org/apache/avro/file/Codec.java,4,65,15
lang/java/src/java/org/apache/avro/file/CodecFactory.java,2,76,0
lang/java/src/java/org/apache/avro/file/NullCodec.java,5,89,25
lang/java/src/java/org/apache/avro/io/BinaryDecoder.java,3,847,165
lang/java/src/java/org/apache/avro/io/Decoder.java,1,8,1
lang/java/src/java/org/apache/avro/io/DecoderFactory.java,1,232,0
lang/java/src/java/org/apache/avro/io/JsonDecoder.java,5,9,7
lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,1,3,2
lang/java/src/test/java/org/apache/avro/io/TestBlockingIO.java,1,1,1
lang/java/src/test/java/org/apache/avro/io/TestBlockingIO2.java,1,1,4
lang/java/src/test/java/org/apache/avro/io/TestValidatingIO.java,2,5,2
lang/java/src/test/java/org/apache/avro/generic/TestGenericDatumWriter.java,1,52,0
lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,4,11,13
lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,4,9,11
lang/java/src/test/java/org/apache/avro/tool/TestRpcReceiveAndSendTools.java,2,15,15
lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java,1,2,1
lang/java/src/test/java/org/apache/avro/util/TestUtf8.java,1,32,0
lang/java/src/java/org/apache/avro/generic/GenericRecord.java,1,3,6
lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java,1,1,1
lang/java/src/java/org/apache/avro/specific/SpecificRecord.java,1,2,4
lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java,1,6,1
lang/java/src/java/org/apache/avro/io/parsing/Symbol.java,9,217,49
lang/java/src/test/java/org/apache/avro/io/parsing/TestResolvingGrammarGenerator.java,1,93,0
lang/java/src/test/java/org/apache/avro/io/TestEncoders.java,2,55,0
lang/java/src/java/org/apache/avro/file/DataFileConstants.java,2,5,4
lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java,1,85,0
lang/java/src/test/java/org/apache/avro/TestDataFileDeflate.java,1,64,0
lang/java/src/test/java/org/apache/avro/file/TestLengthLimitedInputStream.java,1,58,0
lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java,1,1,2
lang/java/src/test/java/org/apache/avro/tool/TestMain.java,1,35,0
lang/java/src/test/java/org/apache/avro/genavro/TestGenAvro.java,1,1,1
lang/java/src/java/org/apache/avro/io/parsing/Parser.java,5,121,95
lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java,5,11,10
lang/java/src/java/org/apache/avro/tool/GenAvroTool.java,1,1,1
lang/java/src/java/org/apache/avro/tool/Tool.java,1,1,1
src/java/org/apache/avro/ipc/Requestor.java,14,408,178
src/java/org/apache/avro/ipc/Responder.java,16,413,202
src/java/org/apache/avro/reflect/ReflectDatumReader.java,21,408,262
src/java/org/apache/avro/reflect/ReflectDatumWriter.java,23,279,154
src/java/org/apache/avro/reflect/ReflectRequestor.java,12,217,141
src/java/org/apache/avro/reflect/ReflectResponder.java,15,284,236
src/java/org/apache/avro/specific/SpecificDatumReader.java,16,363,274
src/java/org/apache/avro/specific/SpecificDatumWriter.java,11,125,67
src/java/org/apache/avro/specific/SpecificRequestor.java,12,191,84
src/java/org/apache/avro/specific/SpecificResponder.java,10,173,64
src/test/java/org/apache/avro/TestCompare.java,7,287,47
src/test/java/org/apache/avro/TestDataFile.java,16,408,206
src/test/java/org/apache/avro/TestDataFileReflect.java,9,285,100
src/test/java/org/apache/avro/TestReflect.java,22,595,177
src/java/org/apache/avro/generic/GenericData.java,20,822,333
src/test/java/org/apache/avro/generic/TestGenericData.java,1,36,0
src/java/org/apache/avro/generic/GenericDatumReader.java,25,1161,685
src/java/org/apache/avro/generic/GenericDatumWriter.java,15,509,311
src/java/org/apache/avro/generic/GenericRecord.java,6,69,39
src/test/java/org/apache/avro/TestProtocolGeneric.java,15,385,189
src/test/java/org/apache/avro/TestSchema.java,30,662,229
src/java/org/apache/avro/Protocol.java,19,786,398
src/java/org/apache/avro/Schema.java,33,1816,903
src/java/org/apache/avro/reflect/ReflectData.java,25,1021,608
src/java/org/apache/avro/specific/SpecificCompiler.java,29,1058,634
src/test/java/org/apache/avro/TestProtocolParsing.java,1,42,0
src/test/java/org/apache/avro/specific/TestSpecificCompiler.java,5,264,23
src/java/org/apache/avro/ipc/stats/FloatHistogram.java,1,54,0
src/java/org/apache/avro/ipc/stats/Histogram.java,1,205,0
src/java/org/apache/avro/ipc/stats/StatsPlugin.java,1,121,0
src/java/org/apache/avro/ipc/stats/StatsServlet.java,1,107,0
src/java/org/apache/avro/ipc/stats/Stopwatch.java,1,74,0
src/test/java/org/apache/avro/ipc/stats/FakeTicks.java,1,35,0
src/test/java/org/apache/avro/ipc/stats/StatsPluginOverhead.java,1,103,0
src/test/java/org/apache/avro/ipc/stats/TestHistogram.java,1,94,0
src/test/java/org/apache/avro/ipc/stats/TestStatsPluginAndServlet.java,1,180,0
src/test/java/org/apache/avro/ipc/stats/TestStopwatch.java,1,80,0
src/java/org/apache/avro/ipc/SocketServer.java,8,266,155
src/java/org/apache/avro/ipc/SocketTransceiver.java,7,195,97
src/java/org/apache/avro/ipc/LocalTransceiver.java,1,52,0
src/test/java/org/apache/avro/ipc/TestLocalTransceiver.java,1,64,0
src/java/org/apache/avro/io/JsonDecoder.java,5,464,40
src/java/org/apache/avro/tool/Main.java,7,93,12
src/java/org/apache/avro/tool/RpcReceiveTool.java,1,140,0
src/java/org/apache/avro/tool/RpcSendTool.java,1,98,0
src/java/org/apache/avro/tool/Util.java,2,57,0
src/test/java/org/apache/avro/tool/TestRpcReceiveAndSendTools.java,1,58,0
src/test/java/org/apache/avro/genavro/TestGenAvro.java,2,159,2
src/java/org/apache/avro/tool/GenAvroTool.java,1,78,0
src/java/org/apache/avro/ipc/RPCContext.java,3,175,18
src/test/java/org/apache/avro/RPCMetaTestPlugin.java,3,196,19
src/java/org/apache/avro/file/DataFileConstants.java,2,39,2
src/java/org/apache/avro/file/DataFileReader.java,11,535,386
src/java/org/apache/avro/file/DataFileStream.java,1,177,0
src/java/org/apache/avro/file/DataFileWriter.java,12,558,320
src/java/org/apache/avro/tool/DataFileReadTool.java,2,80,2
src/java/org/apache/avro/tool/DataFileWriteTool.java,2,84,2
src/test/java/org/apache/avro/RandomData.java,11,294,153
src/test/java/org/apache/avro/tool/TestDataFileTools.java,2,186,6
src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,1,84,0
src/java/org/apache/avro/tool/DataFileGetSchemaTool.java,1,54,0
src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,1,77,0
src/test/java/org/apache/avro/AvroTestUtil.java,1,32,0
src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,1,66,0
src/java/org/apache/avro/reflect/InduceSchemaTool.java,4,84,7
src/java/org/apache/avro/tool/Tool.java,4,57,6
src/java/org/apache/avro/specific/SpecificRecordBase.java,5,86,37
src/java/org/apache/avro/reflect/Union.java,2,43,4
src/java/org/apache/avro/specific/SpecificData.java,10,306,48
src/java/org/apache/avro/reflect/Stringable.java,1,34,0
src/java/org/apache/avro/util/WeakIdentityHashMap.java,2,169,169
src/java/org/apache/avro/AvroRuntimeException.java,6,53,24
src/java/org/apache/avro/AvroTypeException.java,6,60,31
src/test/java/org/apache/avro/BarRecord.java,5,58,7
src/test/java/org/apache/avro/TestProtocolReflect.java,8,190,79
src/java/org/apache/avro/io/Encoder.java,3,12,10
src/java/org/apache/avro/ipc/Transceiver.java,6,87,43
src/java/org/apache/avro/generic/GenericRequestor.java,9,133,77
src/java/org/apache/avro/generic/GenericResponder.java,7,125,70
src/java/org/apache/avro/specific/SpecificFixed.java,3,29,1
src/java/org/apache/avro/specific/SpecificExceptionBase.java,4,48,4
src/java/org/apache/avro/file/SeekableFileInput.java,5,70,33
src/test/java/org/apache/avro/io/TestValidatingIO.java,6,1098,249
src/java/org/apache/avro/io/BlockingBinaryEncoder.java,3,8,11
src/java/org/apache/avro/ipc/HttpTransceiver.java,4,120,8
src/test/java/org/apache/avro/FooRecord.java,3,49,2
src/test/java/org/apache/avro/GenerateBlockingData.java,2,87,2
src/test/java/org/apache/avro/TestBulkData.java,2,119,4
src/test/java/org/apache/avro/TestNamespaceSpecific.java,2,99,8
src/test/java/org/apache/avro/TestProtocolHttp.java,2,41,1
src/test/java/org/apache/avro/TestProtocolSpecific.java,18,351,176
src/test/java/org/apache/avro/io/TestBinaryDecoder.java,2,19,19
src/test/java/org/apache/avro/io/TestBlockingIO.java,5,531,56
src/test/java/org/apache/avro/io/TestResolvingIO.java,5,556,345
src/java/org/apache/avro/SchemaParseException.java,5,50,24
src/java/org/apache/avro/ipc/HttpServer.java,2,85,26
src/java/org/apache/avro/ipc/ResponderServlet.java,1,56,0
src/test/java/org/apache/avro/TestFsData.java,8,299,299
src/java/org/apache/avro/specific/ProtocolTask.java,6,202,122
src/java/org/apache/avro/specific/SchemaTask.java,6,62,33
src/test/java/org/apache/avro/TestNamespaceReflect.java,1,39,0
src/java/org/apache/avro/io/JsonEncoder.java,4,249,10
src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java,3,104,2
src/java/org/apache/avro/io/parsing/Parser.java,3,168,2
src/java/org/apache/avro/io/parsing/Symbol.java,3,383,1
src/java/org/apache/avro/ipc/DatagramServer.java,1,79,0
src/java/org/apache/avro/ipc/DatagramTransceiver.java,1,84,0
src/java/org/apache/avro/ipc/RPCPlugin.java,2,78,4
src/java/org/apache/avro/ipc/Server.java,1,29,0
src/test/java/org/apache/avro/TestProtocolDatagram.java,1,42,0
src/java/org/apache/avro/io/ParsingEncoder.java,3,70,0
src/test/java/org/apache/avro/io/TestResolvingIO_resolving.java,2,120,0
src/java/org/apache/avro/io/BinaryData.java,3,281,89
src/java/org/apache/avro/generic/GenericArray.java,6,76,39
src/java/org/apache/avro/generic/GenericContainer.java,1,27,0
src/java/org/apache/avro/specific/SpecificRecord.java,6,63,35
src/java/org/apache/avro/util/Utf8.java,5,172,85
src/java/org/apache/avro/io/BinaryDecoder.java,4,308,7
src/java/org/apache/avro/io/Decoder.java,4,15,14
src/test/java/org/apache/avro/io/TestBlockingIO2.java,1,163,0
src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,3,339,1
src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java,3,140,1
src/java/org/apache/avro/file/SeekableInput.java,5,78,41
src/java/org/apache/avro/reflect/FixedSize.java,3,40,3
src/test/java/org/apache/avro/TestProtocolGenericMeta.java,1,42,0
src/test/java/org/apache/avro/TestProtocolReflectMeta.java,1,45,0
src/test/java/org/apache/avro/TestProtocolSpecificMeta.java,1,46,0
src/test/java/org/apache/avro/test/TestInvocationReporter.java,2,35,35
src/test/java/org/apache/avro/test/TestOutputInterceptor.java,2,39,39
src/test/java/org/apache/avro/test/TestSuiteInterceptor.java,2,39,39
src/java/org/apache/avro/generic/GenericFixed.java,2,25,1
src/java/org/apache/avro/io/BinaryEncoder.java,3,269,18
src/java/org/apache/avro/io/DatumWriter.java,6,76,40
src/java/org/apache/avro/io/ParsingDecoder.java,2,75,0
src/java/org/apache/avro/io/ResolvingDecoder.java,3,292,88
src/java/org/apache/avro/io/ValidatingDecoder.java,3,434,204
src/java/org/apache/avro/io/ValidatingEncoder.java,3,308,105
src/java/org/apache/avro/io/parsing/SkipParser.java,2,97,2
src/java/org/apache/avro/ipc/AvroRemoteException.java,5,89,48
src/java/org/apache/avro/ipc/ByteBufferInputStream.java,7,174,87
src/java/org/apache/avro/ipc/ByteBufferOutputStream.java,5,182,91
src/java/org/apache/avro/io/ParsingTable.java,2,383,383
src/java/org/apache/avro/io/ResolvingTable.java,2,489,489
src/test/java/org/apache/avro/io/TestParsingTable.java,3,222,222
src/test/java/org/apache/avro/io/TestResolvingTable.java,3,406,406
src/java/org/apache/avro/io/DatumReader.java,5,81,43
src/test/java/org/apache/avro/io/TestValueReader.java,4,128,50
src/java/org/apache/avro/ipc/ByteBufferValueReader.java,5,82,82
src/java/org/apache/avro/ipc/ByteBufferValueWriter.java,5,88,88
src/java/org/apache/avro/io/BlockingValueWriter.java,1,622,0
src/java/org/apache/avro/io/ValueReader.java,5,688,217
src/java/org/apache/avro/io/ValueWriter.java,4,565,145
JsonSchema.java,4,272,272
JsonSchemaWalker.java,4,224,224
